"Dynamic Send: Asset Title","Original Industry","Product Interest","Producer","Region","Country","Language","Contact Type","Company Size","Industry","Dynamic Send: Created Date","Start Date","Expiration Date","Sub-Region","Product","Dynamic Send: Record Type","Asset Type"
"Agentforce for Service Digital Guide - Prospect","","Agentforce Service","Natalie Leung","AMER","United States","English","Prospect","MM; GB; EBU","","2/3/2026","2/3/2026","7/10/2026","United States","Agentforce Service","Generic","Digital Guide"
"Agentforce for Service Digital Guide","","Agentforce Service","Natalie Leung","AMER","United States","English","Customer","SBE; SB; GRB; MM; GB; EBU","","4/18/2025","4/28/2025","7/10/2026","United States","Agentforce Service","Generic","Digital Guide"
"ConsensusQ | Service Cloud | Overview | Version A | ALL","","Agentforce Service","Natalie Leung","AMER","United States","English","Customer; Prospect","MM; GB; EBU","","2/3/2026","2/3/2026","","United States","Agentforce Service","Generic","Dynamic Demo"
"ConsensusQ | Service Cloud | Golden Demo | Version A","","Agentforce Service","Natalie Leung","AMER","Canada","English","Customer; Prospect","GRB; MM; GB; EBU","","10/1/2025","10/1/2025","","Canada","Agentforce Service","Generic","Dynamic Demo"
"ConsensusQ | Service Cloud | Golden Demo | Version B","","Agentforce Service","Natalie Leung","AMER","Canada","English","Customer; Prospect","GRB; MM; GB; EBU","","10/1/2025","10/1/2025","","Canada","Agentforce Service","Generic","Dynamic Demo"
"ConsensusQ | Service Cloud | Golden Demo | Version B","","Agentforce Service","Natalie Leung","AMER","United States","English","Customer; Prospect","SBE; SB; GRB; MM; GB; EBU","","9/25/2025","9/29/2025","","United States","Agentforce Service","Generic","Dynamic Demo"
"ConsensusQ | Service Cloud | Golden Demo | Version A","","Agentforce Service","Natalie Leung","AMER","United States","English","Customer; Prospect","SBE; SB; GRB; MM; GB; EBU","","8/25/2025","9/29/2025","","United States","Agentforce Service","Generic","Dynamic Demo"
"ConsensusQ | Service Cloud | Overview | Version A","","Agentforce Service","Natalie Leung","AMER","United States","English","Customer; Prospect","SBE; SB; GRB; MM; GB; EBU","","7/1/2025","7/28/2025","","United States","Agentforce Service","Generic","Dynamic Demo"
"Your Guide to Agentic IT Service - Customer","","Agentforce Service; Service Cloud Essentials","Natalie Leung","AMER","Canada","English","Customer","SBE; SB; GRB; MM; GB; EBU","","4/24/2026","5/4/2026","","Canada","Agentforce Service","Generic","Guide"
"Your Guide to Agentic IT Service - Prospect","","Agentforce Service; Service Cloud Essentials","Natalie Leung","AMER","Canada","English","Prospect","SBE; SB; GRB; MM; GB; EBU","","4/24/2026","5/5/2026","","Canada","Agentforce Service","Generic","Guide"
"Voice AI Guide","","Agentforce Service","Natalie Leung","AMER","Canada","English","Customer; Prospect","SBE; SB; GRB; MM; GB; EBU","","3/31/2026","4/9/2026","4/9/2027","Canada","Agentforce Service","Generic","Guide"
"Your Guide to Agentic IT Service - Prospect","","Agentforce Service","Natalie Leung","AMER","United States","English","Prospect","GRB; MM; GB; EBU","","2/17/2026","2/20/2026","","United States","Agentforce Service","Generic","Guide"
"Your Guide to Agentic IT Service - Customer","","Agentforce Service","Natalie Leung","AMER","United States","English","Customer","GRB; MM; GB; EBU","","2/17/2026","2/20/2026","","United States","Agentforce Service","Generic","Guide"
"Customer - Voice AI Guide","","Agentforce Service","Natalie Leung","AMER","United States","English","Customer","MM; GB; EBU","","2/3/2026","2/3/2026","7/10/2026","United States","Agentforce Service","Generic","Guide"
"Contact Centre Guide: SOS Version - Customer","","Agentforce Service","Natalie Leung","AMER","Canada","English","Customer; Prospect","SBE; SB; MM; GB; EBU","","7/15/2025","7/21/2025","7/10/2026","Canada","Agentforce Service","Generic","Guide"
"Service Cloud Guided Tour - CA","","Agentforce Service","Natalie Leung","AMER","Canada","English","Customer","MM","","2/3/2026","2/12/2026","7/10/2026","Canada","Agentforce Service","Generic","Guided Tour"
"Service Cloud Guided Tour","","Agentforce Service","Natalie Leung","AMER","United States","English","Customer","MM","","11/18/2024","12/12/2024","7/9/2027","United States","Agentforce Service","Generic","Guided Tour"
"ODW: Where IT Service is Headed Next -- And How to Get Ahead","","Agentforce Service","Natalie Leung","AMER","Canada","English","Customer; Prospect","SBE; SB; GRB; MM; GB; EBU","","4/24/2026","4/28/2026","","Canada","Agentforce Service","Generic","On-Demand Webinar"
"8/12 On-Demand Webinar: Contact Center","","Agentforce Service; Service Cloud Essentials","Natalie Leung","AMER","Canada","English","Customer; Prospect","MM; GB; EBU","","3/31/2026","4/9/2026","4/9/2027","Canada","Agentforce Service","Generic","On-Demand Webinar"
"9/16 On-Demand Webinar: Service and Sales (Vivint)","","Agentforce Service","Natalie Leung","AMER","United States","English","Customer; Prospect","SB; GRB; MM; GB; EBU","","3/31/2026","3/31/2026","9/18/2026","United States","Agentforce Service","Generic","On-Demand Webinar"
"8/28 On-Demand Webinar: HR Service","","Agentforce Service","Natalie Leung","AMER","Canada","English","Customer; Prospect","MM; GB; EBU","","3/31/2026","4/16/2026","4/16/2027","Canada","Agentforce Service","Generic","On-Demand Webinar"
"ODW: Cut the Complexity: 3 ways Agentforce Service empowers reps [...]","","Agentforce Service; Service Cloud Essentials","Natalie Leung","AMER","United States","English","Customer; Prospect","GRB; MM; GB; EBU","","3/31/2026","4/1/2026","","United States","Agentforce Service","Generic","On-Demand Webinar"
"ODW: Humans + AI: Unleashing a New Era of Seamless, Real-Time Service","","Agentforce Service; Service Cloud Essentials","Natalie Leung","AMER","United States","English","Customer; Prospect","GRB; MM; GB; EBU","","2/17/2026","2/18/2026","","United States","Agentforce Service","Generic","On-Demand Webinar"
"ODW: Where IT Service is Headed Next -- And How to Get Ahead","","Agentforce Service","Natalie Leung","AMER","United States","English","Customer; Prospect","GRB; MM; GB; EBU","","2/10/2026","2/18/2026","","United States","Agentforce Service","Generic","On-Demand Webinar"
"ODW: The Future is Calling: Analyst insights on 2030 contact centers","","Agentforce Service","Natalie Leung","AMER","United States","English","Customer; Prospect","GRB; MM; GB; EBU","","2/10/2026","2/17/2026","","United States","Agentforce Service","Generic","On-Demand Webinar"
"ODW: Shift your service portal from reactive to proactive support","","Agentforce Service","Natalie Leung","AMER","United States","English","Customer; Prospect","GRB; MM; GB; EBU","","2/9/2026","2/10/2026","","United States","Agentforce Service","Generic","On-Demand Webinar"
"10/31 On-Demand Discover ASA Webinar - Customer","","Agentforce Service; Einstein AI","Natalie Leung","AMER","Canada","English","Customer","SB; GRB; MM; GB; EBU","","2/3/2026","2/5/2026","7/10/2026","Canada","Agentforce Service","Generic","On-Demand Webinar"
"8/28 On-Demand Webinar: HR Service","","Agentforce Service","Natalie Leung","AMER","United States","English","Customer; Prospect","MM; GB; EBU","","2/3/2026","2/3/2026","9/10/2026","United States","Agentforce Service","Generic","On-Demand Webinar"
"7th State of Service On-demand","","Agentforce Service; Service Cloud Essentials","Natalie Leung","AMER","Canada","English","Customer; Prospect","GRB; MM; GB; EBU","","11/10/2025","11/10/2025","11/16/2026","Canada","Agentforce Service","Generic","On-Demand Webinar"
"Use feedback to improve CX On-demand","","Agentforce Service; Service Cloud Essentials","Natalie Leung","AMER","United States","English","Customer; Prospect","GRB; MM; GB; EBU","","11/10/2025","11/10/2025","11/16/2026","United States","Agentforce Service","Generic","On-Demand Webinar"
"7th State of Service On-demand","","Agentforce Service; Service Cloud Essentials","Natalie Leung","AMER","United States","English","Customer; Prospect","GRB; MM; GB; EBU","","11/10/2025","11/10/2025","11/16/2026","United States","Agentforce Service","Generic","On-Demand Webinar"
"Customer | Scheduling & Optimization Field Service Whitepaper Channel Asset","","Agentforce Service","Natalie Leung","AMER","United States","English","Prospect","GRB; MM; GB; EBU","","4/2/2026","4/2/2026","7/10/2026","United States","Agentforce Service","Generic","Research Reports"
"FY26Q3 State of Service 7th Report (Customer)","","Agentforce Service","Natalie Leung","AMER","Canada","English","Customer","SBE; SB; GRB; MM; GB; EBU","","3/31/2026","4/16/2026","4/16/2027","Canada","Agentforce Service","Generic","State Of"
"FY26Q3 State of Service 7th Report (Customer)","","Agentforce Service","Natalie Leung","AMER","United States","English","Customer","SBE; SB; GRB; MM; GB; EBU","","9/11/2025","9/11/2025","9/11/2026","United States","Agentforce Service","Generic","State Of"
"FY26Q3 State of Service 7th Report (Prospect)","","Agentforce Service","Natalie Leung","AMER","United States","English","Prospect","SBE; SB; GRB; MM; GB; EBU","","9/11/2025","9/11/2025","9/11/2026","United States","Agentforce Service","Generic","State Of"
"2025 Gartner MQ CEC - Prospect","","Agentforce Service; Service Cloud Essentials","Natalie Leung","AMER","Canada","English","Prospect","SBE; SB; GRB; MM; GB; EBU","","4/24/2026","4/24/2026","11/14/2026","Canada","Agentforce Service","Generic","Third-Party Research Report"
"2025 Gartner MQ CEC - Customer","","Agentforce Service; Service Cloud Essentials","Natalie Leung","AMER","Canada","English","Customer","SBE; SB; GRB; MM; GB; EBU","","4/24/2026","4/24/2026","11/14/2026","Canada","Agentforce Service","Generic","Third-Party Research Report"
"Forrester TEI Study of Agentforce For Customer Service - Customer","","Agentforce Service","Natalie Leung","AMER","Canada","English","Customer","SBE; SB; GRB; MM; GB; EBU","","4/24/2026","4/30/2026","","Canada","Agentforce Service","Generic","Third-Party Research Report"
"Forrester TEI Study of Agentforce For Customer Service - Prospect","","Agentforce Service","Natalie Leung","AMER","Canada","English","Prospect","SBE; SB; GRB; MM; GB; EBU","","4/24/2026","4/30/2026","","Canada","Agentforce Service","Generic","Third-Party Research Report"
"FY26 HR Service Valoir DEE","","Agentforce Service","Natalie Leung","AMER","Canada","English","Customer; Prospect","GRB; MM; GB; EBU","","3/31/2026","4/23/2026","4/23/2027","Canada","Agentforce Service","Generic","Third-Party Research Report"
"2025 Gartner MQ CEC - Customer","","Agentforce Service; Service Cloud Essentials","Natalie Leung","AMER","United States","English","Customer","GRB; MM; GB; EBU","","2/26/2026","2/26/2026","11/14/2026","United States","Agentforce Service","Generic","Third-Party Research Report"
"Forrester TEI Study of Agentforce For Customer Service - Prospect","","Agentforce Service","Natalie Leung","AMER","United States","English","Prospect","GRB; MM; GB; EBU","","2/17/2026","2/18/2026","","United States","Agentforce Service","Generic","Third-Party Research Report"
"Forrester TEI Study of Agentforce For Customer Service - Customer","","Agentforce Service","Natalie Leung","AMER","United States","English","Customer","GRB; MM; GB; EBU","","2/17/2026","2/18/2026","","United States","Agentforce Service","Generic","Third-Party Research Report"
"2025 Gartner MQ CEC - Prospect","","Agentforce Service; Service Cloud Essentials","Natalie Leung","AMER","United States","English","Prospect","GRB; MM; GB; EBU","","11/14/2025","11/14/2025","11/14/2026","United States","Agentforce Service","Generic","Third-Party Research Report"
"FY26 HR Service Valoir DEE","","Agentforce Service","Natalie Leung","AMER","United States","English","Customer; Prospect","GRB; MM; GB; EBU","","10/23/2025","10/29/2025","10/23/2026","United States","Agentforce Service","Generic","Third-Party Research Report"
"valoir salesforce knowledge report","","Agentforce Service","Ray Liang","AMER","United States","English","Customer; Prospect","SBE; SB; GRB; MM; GB; EBU","","5/11/2026","5/13/2026","","United States","Agentforce Service","Generic","Third-Party Research Report"
"4/30 Self-Service Webinar","","Agentforce Service","Natalie Leung","AMER","United States","English","Customer","MM","","11/18/2024","11/21/2024","7/10/2026","United States","Agentforce Service","Generic","Video (Non Demo)"
"6/10 Service Webinar - Generic CA Offer Updated Targeting","","Agentforce Service; Service Cloud Essentials","Ray Liang","AMER","Canada","English","Customer; Prospect","SBE; SB; GRB; MM; GB; EBU","","5/20/2026","5/21/2026","6/10/2026","Canada","Agentforce Service","Generic","Webinar"
"6/10 Service Webinar - Generic US Offer Updated Targeting","","Agentforce Service; Service Cloud Essentials","Ray Liang","AMER","United States","English","Customer; Prospect","SBE; SB; GRB; MM; GB; EBU","","5/20/2026","5/21/2026","6/10/2026","United States","Agentforce Service","Generic","Webinar"
"6/10 Service Contact Center Webinar: Canada Offer","","Agentforce Service; Service Cloud Essentials","Ray Liang","AMER","Canada","English","Customer","SBE; SB; GRB; MM; GB; EBU","","5/19/2026","5/21/2026","6/10/2026","Canada","Agentforce Service","Generic","Webinar"
"6/10 Service Contact Center Webinar: Beyond Open CTI","","Agentforce Service; Service Cloud Essentials","Ray Liang","AMER","United States","English","Customer","SBE; SB; GRB; MM; GB; EBU","","5/19/2026","5/21/2026","6/10/2026","United States","Agentforce Service","Generic","Webinar"
"Talent Recruitment Management Demo","","","Christopher Stratton","AMER","United States","English","Customer; Prospect","SBE; SB; GRB; MM; GB; EBU","Public Sector","12/2/2024","12/5/2024","7/10/2026","United States","Agentforce Service","Industry","Demo"
"Supplier Relationship Management Demo","","","Christopher Stratton","AMER","United States","English","Customer; Prospect","SBE; SB; GRB; MM; GB; EBU","Public Sector","11/21/2024","11/27/2024","7/10/2026","United States","Agentforce Service","Industry","Demo"
"Fill Job Faster with Automation","","","Christopher Stratton","AMER","United States","English","Customer; Prospect","SBE; SB; GRB; MM; GB; EBU","Public Sector","12/23/2024","1/10/2025","7/10/2026","United States","Agentforce Service","Industry","Digital Guide"
"The Complete Platform Whitepaper","","","Christopher Stratton","AMER","United States","English","Customer; Prospect","SBE; SB; GRB; MM; GB; EBU","Public Sector","10/10/2024","11/1/2024","7/10/2026","United States","Agentforce Service","Industry","Digital Guide"
"The Field Service Guide for Government","","","Christopher Stratton","AMER","United States","English","Customer; Prospect","SBE; SB; GRB; MM; GB; EBU","Public Sector","8/22/2024","8/22/2024","7/10/2026","United States","Agentforce Service","Industry","Digital Guide"
"Data Culture Playbook","","","Christopher Stratton","AMER","United States","English","Customer; Prospect","SBE; SB; GRB; MM; GB; EBU","Public Sector","8/2/2024","8/8/2024","7/10/2026","United States","Agentforce Service","Industry","Digital Guide"
"Low Code Playbook for Government","","","Christopher Stratton","AMER","United States","English","Customer; Prospect","SBE; SB; GRB; MM; GB; EBU","Public Sector","7/24/2024","7/25/2024","7/10/2026","United States","Agentforce Service","Industry","Digital Guide"
"Government Book of Best Practices AI Edition","","","Christopher Stratton","AMER","United States","English","Customer; Prospect","SBE; SB; GRB; MM; GB; EBU","Public Sector","7/17/2024","7/25/2024","7/10/2026","United States","Agentforce Service","Industry","Digital Guide"
